Tempo origine (UTC),Magnitudo,Latitudine N,Longitudine E,Profondità (km)
2018/01/07 20:03:46.51,-0.5,40.8228,14.1347,1.50,Revisionato
2018/01/07 22:52:53.78,-0.3,40.8233,14.1337,1.30,Revisionato
2018/01/11 00:17:29.32,0.1,40.8398,14.1460,1.54,Revisionato
2018/01/15 20:52:35.76,-0.3,40.8212,14.1348,1.38,Revisionato
2018/01/15 20:53:20.68,-0.1,40.8252,14.1323,1.50,Revisionato
2018/01/15 21:00:14.05,0.5,40.8255,14.1378,2.07,Revisionato
2018/01/15 22:04:36.57,0.5,40.8263,14.1322,1.28,Revisionato
2018/01/15 22:06:30.27,0.7,40.8267,14.1302,0.82,Revisionato
2018/01/15 22:07:33.69,0.4,40.8252,14.1318,0.97,Revisionato
2018/01/15 22:15:11.37,0.6,40.8278,14.1298,1.07,Revisionato
2018/01/15 22:26:36.79,0.9,40.8257,14.1308,0.92,Revisionato
2018/01/16 00:09:22.86,0.8,40.8268,14.1293,1.09,Revisionato
2018/01/22 06:59:13.10,0.6,40.8240,14.1403,1.13,Revisionato
2018/01/23 08:48:55.82,0.1,40.8262,14.1453,1.21,Revisionato
2018/01/23 23:06:21.01,0.7,40.8210,14.1360,1.51,Revisionato
2018/01/23 23:06:31.59,0.5,40.8203,14.1365,1.50,Revisionato
2018/01/26 05:01:15.49,-0.8,40.8262,14.1435,0.61,Revisionato
2018/01/26 06:17:12.71,-0.1,40.8238,14.1498,0.60,Revisionato
2018/01/27 10:30:7.56,0.2,40.8253,14.1440,1.33,Revisionato
2018/01/27 10:33:9.00,1.0,40.8275,14.1450,1.24,Revisionato
2018/01/27 10:33:40.11,0.2,40.8267,14.1468,1.09,Revisionato
2018/01/27 10:36:39.72,1.2,40.8318,14.1437,1.52,Revisionato
2018/01/27 10:49:24.34,0.1,40.8275,14.1460,0.77,Revisionato
2018/01/29 02:00:49.53,0.2,40.8228,14.1420,0.85,Revisionato
2018/01/31 02:26:55.70,-0.5,40.8238,14.1452,0.47,Revisionato
2018/01/31 02:27:3.68,-0.5,40.8232,14.1427,0.65,Revisionato
2018/01/31 02:27:5.96,-0.3,40.8235,14.1412,0.68,Revisionato
2018/01/31 02:27:13.24,-0.8,40.8238,14.1458,0.57,Revisionato
2018/02/04 17:56:56.35,0.6,40.8187,14.1362,1.41,Revisionato
2018/02/05 04:18:49.60,-0.1,40.8187,14.1367,0.85,Revisionato
2018/02/05 04:19:10.95,0.7,40.8203,14.1323,0.88,Revisionato
2018/02/05 04:56:35.63,0.4,40.8195,14.1333,0.73,Revisionato
2018/02/05 05:34:23.02,0.7,40.8188,14.1342,0.75,Revisionato
2018/02/05 09:43:35.35,-0.3,40.8195,14.1338,0.83,Revisionato
2018/02/05 11:04:12.60,0.2,40.8192,14.1340,1.01,Revisionato
2018/02/05 23:18:30.62,0.1,40.8203,14.1323,1.21,Revisionato
2018/02/12 20:35:5.46,-0.5,40.8228,14.1315,1.22,Revisionato
2018/02/12 20:35:32.90,-0.8,40.8228,14.1335,1.27,Revisionato
2018/02/12 20:37:0.15,-0.5,40.8252,14.1307,1.13,Revisionato
2018/02/12 20:37:53.84,-0.8,40.8250,14.1300,0.97,Revisionato
2018/02/16 01:44:7.68,-0.1,40.8230,14.1475,1.35,Revisionato
2018/02/19 10:40:47.64,-0.5,40.8272,14.1423,0.66,Revisionato
2018/02/19 10:40:50.21,-0.3,40.8273,14.1425,0.59,Revisionato
2018/02/19 10:44:28.01,-0.5,40.8292,14.1427,0.80,Revisionato
2018/02/19 19:52:58.66,-0.1,40.8207,14.1517,0.71,Revisionato
2018/02/22 06:12:6.47,-0.3,40.8243,14.1422,1.30,Revisionato
2018/02/23 11:21:22.35,-0.5,40.8248,14.1422,0.67,Revisionato
2018/02/28 03:42:53.43,-0.3,40.8223,14.1418,0.94,Revisionato
2018/03/12 13:34:57.03,0.4,40.8255,14.1473,1.47,Revisionato
2018/03/12 13:35:53.95,0.8,40.8268,14.1497,1.73,Revisionato
2018/03/12 13:37:15.99,1.0,40.8270,14.1492,1.58,Revisionato
2018/03/12 13:38:34.29,0.9,40.8308,14.1443,1.84,Revisionato
2018/03/12 13:40:46.22,1.1,40.8280,14.1478,2.12,Revisionato
2018/03/12 13:41:23.02,1.4,40.8308,14.1470,2.18,Revisionato
2018/03/12 13:42:42.24,0.6,40.8267,14.1517,1.66,Revisionato
2018/03/12 13:45:36.14,1.3,40.8258,14.1517,1.74,Revisionato
2018/03/12 13:47:42.71,0.8,40.8282,14.1460,1.84,Revisionato
2018/03/12 13:50:12.99,1.4,40.8308,14.1487,2.37,Revisionato
2018/03/12 13:54:52.82,1.0,40.8292,14.1458,1.74,Revisionato
2018/03/12 13:58:5.64,1.8,40.8327,14.1448,2.42,Revisionato
2018/03/12 14:06:14.97,0.6,40.8263,14.1453,1.64,Revisionato
2018/03/12 14:09:6.39,2.4,40.8313,14.1463,2.57,Revisionato
2018/03/12 14:11:21.12,0.4,40.8245,14.1438,1.51,Revisionato
2018/03/12 14:21:37.85,0.4,40.8278,14.1442,1.81,Revisionato
2018/03/12 14:24:40.19,-0.1,40.8287,14.1517,1.38,Revisionato
2018/03/12 14:25:37.89,-0.8,40.8313,14.1517,1.17,Revisionato
2018/03/12 14:25:42.96,1.2,40.8283,14.1583,1.29,Revisionato
2018/03/12 14:34:18.50,0.4,40.8265,14.1495,1.71,Revisionato
2018/03/12 14:39:41.34,0.7,40.8248,14.1492,1.80,Revisionato
2018/03/12 14:44:29.02,0.9,40.8287,14.1490,2.01,Revisionato
2018/03/12 14:57:9.20,-0.5,40.8313,14.1517,1.27,Revisionato
2018/03/12 14:57:22.60,-0.5,40.8313,14.1517,1.13,Revisionato
2018/03/12 14:58:59.87,1.3,40.8290,14.1428,2.00,Revisionato
2018/03/12 15:03:13.07,0.5,40.8272,14.1517,1.78,Revisionato
2018/03/12 15:12:46.62,1.4,40.8313,14.1488,2.14,Revisionato
2018/03/12 15:22:1.50,-0.1,40.8273,14.1517,2.17,Revisionato
2018/03/21 00:59:30.33,1.0,40.8268,14.1428,0.81,Revisionato
2018/03/21 01:29:25.87,-0.5,40.8272,14.1435,0.90,Revisionato
2018/03/21 01:29:33.20,0.2,40.8265,14.1425,0.91,Revisionato
2018/03/21 01:38:33.15,-0.1,40.8278,14.1447,0.88,Revisionato
2018/03/22 06:52:55.49,-0.5,40.8272,14.1433,0.84,Revisionato
2018/03/22 06:53:0.05,-0.1,40.8297,14.1432,0.76,Revisionato
2018/03/22 06:55:42.42,-0.8,40.8288,14.1415,0.49,Revisionato
2018/03/22 06:56:26.41,-0.3,40.8273,14.1435,0.48,Revisionato
2018/03/22 06:59:57.77,0.2,40.8245,14.1437,0.66,Revisionato
2018/03/22 07:00:40.90,-0.5,40.8280,14.1427,0.95,Revisionato
2018/03/22 13:44:51.44,-1.0,40.8245,14.1457,0.57,Revisionato
2018/03/29 21:28:35.54,0.4,40.8283,14.1428,1.15,Revisionato
2018/03/31 11:31:41.05,0.8,40.8228,14.1517,1.42,Revisionato
2018/04/05 02:43:38.10,0.1,40.8230,14.1448,0.79,Revisionato
2018/04/06 18:24:8.53,-0.5,40.8315,14.1423,0.49,Revisionato
2018/04/07 06:57:29.40,0.2,40.8255,14.1432,1.09,Revisionato
2018/04/17 05:52:41.91,-0.3,40.8315,14.1348,1.53,Revisionato
2018/04/17 05:58:21.14,-0.8,40.8315,14.1307,1.61,Revisionato
2018/04/17 17:05:31.82,-0.3,40.8258,14.1420,1.37,Revisionato
2018/04/17 17:47:20.50,0.2,40.8292,14.1408,1.17,Revisionato
2018/04/19 04:34:51.77,-0.8,40.8230,14.1458,1.37,Revisionato
2018/04/21 04:26:17.33,1.7,40.8273,14.1400,0.92,Revisionato
2018/04/26 12:16:49.23,0.9,40.8297,14.1292,1.80,Revisionato
2018/04/26 12:44:41.51,1.0,40.8302,14.1280,1.73,Revisionato
2018/04/26 12:45:0.12,0.2,40.8343,14.1212,1.82,Revisionato
2018/04/26 13:03:16.86,0.6,40.8305,14.1277,1.71,Revisionato
2018/04/26 13:09:21.74,0.4,40.8277,14.1297,1.70,Revisionato
2018/04/26 16:00:53.24,1.2,40.8298,14.1295,1.82,Revisionato
2018/05/02 10:47:54.05,0.2,40.8245,14.1428,1.57,Revisionato
2018/05/04 19:38:44.45,-0.5,40.8272,14.1422,0.66,Revisionato
2018/05/07 18:49:4.45,-0.1,40.8410,14.1433,1.08,Revisionato
2018/05/07 18:57:14.84,0.2,40.8428,14.1413,1.00,Revisionato
2018/05/26 19:08:26.56,1.1,40.8353,14.1115,1.71,Revisionato
2018/05/30 19:05:38.10,-0.3,40.8223,14.1417,0.73,Revisionato
2018/06/10 01:43:6.59,0.2,40.8250,14.1652,0.66,Revisionato
2018/06/10 02:57:26.41,0.5,40.8313,14.1612,0.95,Revisionato
2018/06/10 07:14:6.33,0.4,40.8313,14.1605,1.19,Revisionato
2018/06/14 21:57:37.03,1.5,40.8233,14.1417,0.72,Revisionato
2018/06/14 21:58:3.69,-0.5,40.8230,14.1418,0.50,Revisionato
2018/06/14 21:59:3.86,0.2,40.8238,14.1418,0.49,Revisionato
2018/06/14 22:13:24.07,1.1,40.8230,14.1395,0.57,Revisionato
2018/06/15 20:32:15.72,-0.8,40.8255,14.1450,0.91,Revisionato
2018/06/19 08:01:52.48,-0.3,40.8232,14.1385,1.31,Revisionato
2018/06/19 08:05:50.67,-0.5,40.8218,14.1392,1.07,Revisionato
2018/06/19 08:31:38.98,-0.3,40.8227,14.1358,1.16,Revisionato
2018/06/25 16:08:30.02,1.1,40.8232,14.1362,0.73,Revisionato
2018/06/25 21:53:39.33,0.5,40.8315,14.1423,1.38,Revisionato
2018/06/25 21:53:55.36,0.1,40.8287,14.1402,1.02,Revisionato
2018/06/25 21:57:23.42,0.1,40.8260,14.1413,1.22,Revisionato
2018/06/25 21:57:32.93,0.1,40.8315,14.1427,1.35,Revisionato
2018/06/25 22:06:22.11,0.4,40.8298,14.1417,1.04,Revisionato
2018/06/25 22:26:1.90,-0.3,40.8257,14.1428,0.92,Revisionato
2018/06/28 02:47:26.62,-0.5,40.8235,14.1435,0.73,Revisionato
2018/06/28 02:47:49.13,0.6,40.8248,14.1443,1.23,Revisionato
2018/06/28 02:48:51.42,0.9,40.8225,14.1433,0.93,Revisionato
2018/06/28 10:37:57.07,-0.3,40.8223,14.1460,0.82,Revisionato
2018/06/29 17:30:9.40,0.5,40.8217,14.1357,1.09,Revisionato
2018/07/01 14:39:30.46,0.5,40.8208,14.1302,1.15,Revisionato
2018/07/03 11:54:23.08,0.5,40.8310,14.1407,1.32,Revisionato
2018/07/03 21:02:57.77,0.1,40.8198,14.1370,0.79,Revisionato
2018/07/08 07:44:7.31,0.1,40.8202,14.1337,1.21,Revisionato
2018/07/08 14:34:45.15,0.7,40.8217,14.1333,1.68,Revisionato
2018/07/08 14:59:8.48,0.4,40.8218,14.1325,1.20,Revisionato
2018/07/09 23:26:9.11,0.2,40.8182,14.1387,0.75,Revisionato
2018/07/10 00:17:45.58,0.4,40.8185,14.1378,0.74,Revisionato
2018/07/10 00:31:26.71,-0.3,40.8240,14.1427,0.97,Revisionato
2018/07/10 01:55:4.91,0.5,40.8190,14.1385,1.21,Revisionato
2018/07/10 01:55:29.71,0.1,40.8232,14.1350,1.56,Revisionato
2018/07/10 22:48:31.28,0.6,40.8387,14.1362,1.62,Revisionato
2018/07/12 20:03:40.09,-0.8,40.8263,14.1442,0.78,Revisionato
2018/07/13 05:13:11.46,-0.1,40.8192,14.1510,0.56,Revisionato
2018/07/14 00:39:37.75,-0.1,40.8307,14.1412,1.41,Revisionato
2018/07/16 00:15:58.60,-0.5,40.8257,14.1445,0.90,Revisionato
2018/07/26 03:40:27.84,-0.8,40.8233,14.1490,0.63,Revisionato
2018/07/29 08:52:22.99,0.9,40.8422,14.1258,1.64,Revisionato
2018/08/03 12:00:1.55,-0.3,40.8193,14.1495,1.82,Revisionato
2018/08/04 01:57:33.93,0.1,40.8273,14.1440,1.54,Revisionato
2018/08/04 02:05:26.38,-0.1,40.8258,14.1460,1.39,Revisionato
2018/08/05 04:49:51.92,0.4,40.8158,14.1685,2.79,Revisionato
2018/08/12 02:41:49.89,0.1,40.8245,14.1418,0.82,Revisionato
2018/08/17 13:37:25.11,0.1,40.8268,14.1350,0.80,Revisionato
2018/08/17 13:38:10.46,0.2,40.8260,14.1348,0.86,Revisionato
2018/08/17 13:40:24.29,0.1,40.8258,14.1337,1.15,Revisionato
2018/08/17 13:40:45.25,-0.3,40.8240,14.1342,1.42,Revisionato
2018/08/17 13:43:53.26,0.5,40.8322,14.1337,0.87,Revisionato
2018/08/17 13:44:4.70,0.2,40.8315,14.1367,0.88,Revisionato
2018/08/17 13:47:47.22,0.2,40.8315,14.1340,1.70,Revisionato
2018/08/17 14:01:8.87,0.2,40.8255,14.1350,1.10,Revisionato
2018/08/18 02:07:25.39,-0.3,40.8278,14.1430,1.00,Revisionato
2018/08/20 00:16:45.48,0.2,40.8243,14.1277,1.79,Revisionato
2018/08/20 00:26:43.31,0.5,40.8315,14.1285,1.59,Revisionato
2018/08/22 07:32:54.64,0.1,40.8377,14.1388,1.67,Revisionato
2018/08/24 21:28:32.29,-0.5,40.8223,14.1427,0.50,Revisionato
2018/08/25 22:51:41.41,-0.3,40.8242,14.1410,0.74,Revisionato
2018/09/03 12:32:3.60,0.4,40.8213,14.1483,0.93,Revisionato
2018/09/08 01:28:39.50,0.1,40.8272,14.1448,0.92,Revisionato
2018/09/15 09:23:56.11,1.6,40.8093,14.1438,2.88,Revisionato
2018/09/16 22:41:9.04,0.1,40.8228,14.1247,0.98,Revisionato
2018/09/18 21:36:41.94,2.5,40.8275,14.1480,2.32,Revisionato
2018/09/18 21:39:43.66,1.4,40.8290,14.1458,2.27,Revisionato
2018/09/19 01:25:11.77,0.4,40.8185,14.1537,0.62,Revisionato
2018/09/19 22:15:35.86,1.4,40.8240,14.1367,1.11,Revisionato
2018/09/20 00:23:30.88,0.2,40.8247,14.1460,1.00,Revisionato
2018/09/25 01:04:55.35,1.1,40.8258,14.1493,1.66,Revisionato
2018/09/25 23:30:41.56,-0.3,40.8237,14.1420,0.42,Revisionato
2018/09/25 23:33:36.06,-1.0,40.8257,14.1443,0.40,Revisionato
2018/09/25 23:34:26.32,-0.5,40.8270,14.1425,0.69,Revisionato
2018/09/28 06:31:35.03,-0.1,40.8315,14.1288,1.29,Revisionato
2018/09/28 06:32:54.08,0.7,40.8292,14.1347,2.60,Revisionato
2018/09/28 06:34:33.98,-0.3,40.8262,14.1315,0.53,Revisionato
2018/09/28 06:36:27.43,1.3,40.8277,14.1343,2.68,Revisionato
2018/09/28 06:37:43.80,-0.5,40.8225,14.1402,1.16,Revisionato
2018/09/28 06:45:6.72,-0.3,40.8268,14.1352,1.94,Revisionato
2018/09/28 06:50:51.25,0.7,40.8292,14.1382,2.22,Revisionato
2018/09/28 06:59:47.37,1.7,40.8275,14.1333,2.31,Revisionato
2018/09/28 07:25:6.86,0.8,40.8280,14.1390,2.22,Revisionato
2018/10/02 09:15:9.98,0.2,40.8205,14.1357,2.20,Revisionato
2018/10/06 10:54:34.37,0.4,40.8257,14.1420,1.02,Revisionato
2018/10/07 01:39:10.76,-0.1,40.8315,14.1332,1.59,Revisionato
2018/10/07 17:25:36.52,0.1,40.8245,14.1432,1.35,Revisionato
2018/10/07 21:22:46.02,0.2,40.8350,14.1343,1.39,Revisionato
2018/10/08 00:54:7.14,0.9,40.8228,14.1292,1.04,Revisionato
2018/10/08 00:56:12.05,1.2,40.8240,14.1290,1.41,Revisionato
2018/10/08 01:02:23.56,-0.3,40.8228,14.1317,1.26,Revisionato
2018/10/08 01:33:15.63,0.7,40.8268,14.1367,1.85,Revisionato
2018/10/08 01:34:45.49,1.4,40.8228,14.1338,1.70,Revisionato
2018/10/08 01:40:3.64,1.4,40.8260,14.1317,2.14,Revisionato
2018/10/08 05:19:53.80,0.8,40.8265,14.1347,2.08,Revisionato
2018/10/08 05:32:46.22,0.8,40.8248,14.1357,1.49,Revisionato
2018/10/08 06:45:1.11,0.2,40.8228,14.1315,1.42,Revisionato
2018/10/08 06:58:16.58,0.1,40.8228,14.1315,1.69,Revisionato
2018/10/08 22:19:52.96,0.7,40.8228,14.1275,1.20,Revisionato
2018/10/10 02:24:38.26,0.2,40.8218,14.1337,1.30,Revisionato
2018/10/10 03:38:16.48,-0.3,40.8228,14.1307,1.73,Revisionato
2018/10/11 14:40:50.02,-0.1,40.8270,14.1378,1.62,Revisionato
2018/10/11 14:53:0.25,-0.1,40.8240,14.1345,1.80,Revisionato
2018/10/12 04:15:22.59,0.1,40.8292,14.1417,1.67,Revisionato
2018/10/12 04:27:49.87,0.8,40.8368,14.1362,1.51,Revisionato
2018/10/12 04:28:26.23,0.5,40.8315,14.1370,1.74,Revisionato
2018/10/12 04:30:30.26,0.8,40.8388,14.1402,1.29,Revisionato
2018/10/12 04:30:37.67,0.9,40.8350,14.1427,1.41,Revisionato
2018/10/12 04:31:57.31,0.4,40.8372,14.1397,1.42,Revisionato
2018/10/12 04:38:37.87,0.1,40.8367,14.1402,1.42,Revisionato
2018/10/12 04:38:48.21,1.1,40.8352,14.1415,1.30,Revisionato
2018/10/12 07:43:34.90,2.0,40.8370,14.1350,1.77,Revisionato
2018/10/12 15:35:20.28,0.1,40.8315,14.1383,1.67,Revisionato
2018/10/13 12:16:36.23,0.5,40.8363,14.1368,1.47,Revisionato
2018/10/13 16:49:5.94,0.7,40.8408,14.1330,1.20,Revisionato
2018/10/13 16:54:17.59,0.6,40.8315,14.1340,1.48,Revisionato
2018/10/16 22:18:25.31,0.4,40.8292,14.1347,1.25,Revisionato
2018/10/16 22:18:50.77,0.6,40.8302,14.1367,1.46,Revisionato
2018/10/17 04:30:21.62,0.6,40.8282,14.1427,0.59,Revisionato
2018/10/17 17:15:1.99,-0.5,40.8315,14.1402,1.57,Revisionato
2018/10/17 17:15:15.83,-0.3,40.8255,14.1467,0.47,Revisionato
2018/10/21 02:59:30.63,0.5,40.8267,14.1260,0.79,Revisionato
2018/10/23 17:04:7.38,-0.5,40.8272,14.1445,0.67,Revisionato
2018/10/23 17:08:8.71,-1.0,40.8280,14.1443,0.70,Revisionato
2018/10/28 09:28:17.22,-0.8,40.8263,14.1440,0.82,Revisionato
2018/10/28 09:28:26.16,-1.0,40.8288,14.1442,0.65,Revisionato
2018/10/28 09:28:36.64,-0.3,40.8260,14.1438,0.69,Revisionato
2018/10/28 09:28:38.60,-0.5,40.8315,14.1433,0.55,Revisionato
2018/10/28 10:09:38.51,0.1,40.8267,14.1447,0.70,Revisionato
2018/11/05 05:49:34.22,-0.3,40.8305,14.1462,1.15,Revisionato
2018/11/06 18:05:22.28,-0.3,40.8310,14.1437,0.26,Revisionato
2018/11/06 20:06:42.73,-1.0,40.8295,14.1428,0.77,Revisionato
2018/11/12 19:14:22.25,-0.1,40.8235,14.1458,1.38,Revisionato
2018/11/12 20:58:0.08,-0.1,40.8313,14.1408,1.51,Revisionato
2018/11/12 21:06:29.48,0.1,40.8253,14.1457,1.58,Revisionato
2018/11/12 21:06:52.65,-0.1,40.8248,14.1432,1.28,Revisionato
2018/11/12 21:07:20.46,-0.5,40.8308,14.1468,1.20,Revisionato
2018/11/12 21:09:18.63,-0.5,40.8277,14.1452,1.22,Revisionato
2018/11/12 21:19:43.05,-0.3,40.8282,14.1440,1.34,Revisionato
2018/11/12 21:20:32.25,1.4,40.8275,14.1470,2.27,Revisionato
2018/11/12 21:20:44.12,0.8,40.8315,14.1440,1.08,Revisionato
2018/11/12 21:27:42.13,-0.5,40.8315,14.1377,1.26,Revisionato
2018/11/12 22:10:54.30,-0.5,40.8313,14.1453,1.13,Revisionato
2018/11/13 06:43:44.67,-1.0,40.8278,14.1422,0.82,Revisionato
2018/11/17 09:04:10.77,0.1,40.8277,14.1422,0.95,Revisionato
2018/11/18 09:07:14.28,0.6,40.8272,14.1412,1.14,Revisionato
2018/11/21 08:09:58.06,-0.3,40.8272,14.1427,1.20,Revisionato
2018/11/21 19:45:31.50,0.6,40.8272,14.1392,1.02,Revisionato
2018/12/07 11:39:15.94,-0.8,40.8265,14.1437,0.75,Revisionato
2018/12/08 00:28:34.27,-0.5,40.8255,14.1345,1.46,Revisionato
2018/12/08 00:40:18.46,0.8,40.8230,14.1335,1.23,Revisionato
2018/12/08 04:56:8.90,0.2,40.8228,14.1328,1.28,Revisionato
2018/12/11 04:39:52.47,0.1,40.8203,14.1408,1.03,Revisionato
2018/12/23 13:06:45.90,-0.3,40.8243,14.1443,0.56,Revisionato
2018/12/23 13:06:49.14,0.1,40.8247,14.1460,0.55,Revisionato
2018/12/24 23:45:49.55,-0.3,40.8237,14.1333,1.31,Revisionato
2018/12/26 04:11:13.83,0.1,40.8218,14.1363,0.79,Revisionato
2018/12/30 20:52:56.42,0.1,40.8225,14.1390,1.29,Revisionato
2018/12/30 21:14:5.33,0.4,40.8213,14.1340,1.12,Revisionato
2019/01/02 23:30:22.81,0.8,40.8220,14.1435,0.42,Revisionato
2019/01/02 23:30:39.43,0.6,40.8245,14.1422,0.55,Revisionato
2019/01/03 17:35:18.56,-0.5,40.8300,14.1428,1.29,Revisionato
2019/01/06 04:13:21.25,0.7,40.8377,14.1363,1.12,Revisionato
2019/01/06 04:14:12.23,0.5,40.8375,14.1385,1.06,Revisionato
2019/01/10 00:28:9.03,2.0,40.8460,14.1835,2.56,Revisionato
2019/01/13 23:16:1.55,0.2,40.8212,14.1372,0.88,Revisionato
2019/01/14 02:44:31.38,-0.3,40.8207,14.1367,0.65,Revisionato
2019/01/14 02:44:40.84,0.1,40.8223,14.1362,1.06,Revisionato
2019/01/14 05:44:7.93,0.1,40.8215,14.1427,0.85,Revisionato
2019/01/14 05:51:34.14,-0.1,40.8218,14.1370,1.06,Revisionato
2019/01/14 17:16:28.96,-0.3,40.8215,14.1395,1.18,Revisionato
2019/01/14 17:16:38.83,-0.1,40.8228,14.1357,1.30,Revisionato
2019/01/14 17:42:18.30,-0.3,40.8233,14.1368,1.10,Revisionato
2019/01/18 18:48:41.18,-0.1,40.8245,14.1443,0.61,Revisionato
2019/01/18 18:49:49.72,0.2,40.8240,14.1437,0.65,Revisionato
2019/01/18 18:49:57.78,-0.8,40.8258,14.1453,0.60,Revisionato
2019/01/18 18:50:1.43,0.1,40.8238,14.1472,0.52,Revisionato
2019/01/18 18:50:55.04,-0.8,40.8287,14.1437,0.67,Revisionato
2019/01/18 19:12:11.42,0.1,40.8247,14.1445,0.58,Revisionato
2019/01/20 09:31:11.97,-0.3,40.8280,14.1412,0.73,Revisionato
2019/01/30 17:02:11.34,-0.8,40.8248,14.1467,0.65,Revisionato
2019/01/30 17:02:37.28,-0.1,40.8228,14.1447,0.91,Revisionato
2019/01/30 17:03:25.94,-0.3,40.8253,14.1473,0.84,Revisionato
2019/01/30 17:10:29.58,-0.1,40.8242,14.1517,1.40,Revisionato
2019/01/30 17:17:38.12,-0.5,40.8233,14.1517,1.34,Revisionato
2019/01/30 17:22:39.62,0.2,40.8243,14.1478,1.09,Revisionato
2019/02/08 14:45:58.86,0.2,40.8260,14.1430,0.71,Revisionato
2019/02/08 14:47:8.70,-0.5,40.8253,14.1415,0.81,Revisionato
2019/02/10 03:37:44.44,0.5,40.8217,14.1292,1.64,Revisionato
2019/02/14 16:21:49.58,0.1,40.8252,14.1433,1.05,Revisionato
2019/02/14 16:22:29.84,-0.3,40.8253,14.1430,0.97,Revisionato
2019/02/17 23:48:58.16,0.1,40.8270,14.1273,1.59,Revisionato
2019/02/18 01:36:43.72,0.4,40.8263,14.1270,1.28,Revisionato
2019/02/18 22:14:58.97,-0.1,40.8313,14.1445,1.29,Revisionato
2019/02/19 11:32:14.86,-0.3,40.8247,14.1402,0.64,Revisionato
2019/02/20 15:12:18.82,-0.3,40.8313,14.1473,1.47,Revisionato
2019/02/21 14:49:23.20,-1.0,40.8288,14.1423,0.47,Revisionato
2019/02/21 14:49:27.70,-1.0,40.8292,14.1425,0.66,Revisionato
2019/02/22 21:42:49.37,-0.3,40.8233,14.1402,1.02,Revisionato
2019/02/22 21:45:32.33,0.4,40.8200,14.1387,0.30,Revisionato
2019/02/22 21:49:15.42,-0.3,40.8213,14.1383,0.94,Revisionato
2019/02/22 21:49:23.48,-0.5,40.8192,14.1438,0.75,Revisionato
2019/02/22 21:51:27.99,0.5,40.8210,14.1402,1.02,Revisionato
2019/02/22 22:14:45.06,0.8,40.8208,14.1370,0.86,Revisionato
2019/02/22 22:40:11.52,0.1,40.8212,14.1397,0.91,Revisionato
2019/02/22 22:40:35.44,-0.1,40.8200,14.1383,1.40,Revisionato
2019/02/25 17:47:34.68,0.4,40.8313,14.1517,1.42,Revisionato
2019/02/25 23:25:54.26,1.0,40.8208,14.1307,1.65,Revisionato
2019/02/26 19:12:18.02,-1.0,40.8265,14.1392,1.02,Revisionato
2019/02/26 22:40:6.92,-0.5,40.8315,14.1402,1.46,Revisionato
2019/02/28 03:20:40.49,-0.5,40.8267,14.1315,0.98,Revisionato
2019/03/06 18:21:59.61,-0.1,40.8228,14.1402,1.16,Revisionato
2019/03/10 23:22:43.99,0.4,40.8075,14.1445,2.75,Revisionato
2019/03/11 01:09:12.56,0.1,40.8315,14.1402,1.64,Revisionato
2019/03/13 15:42:27.94,0.4,40.8250,14.1408,1.27,Revisionato
2019/03/13 15:42:45.86,0.2,40.8265,14.1425,1.20,Revisionato
2019/03/13 23:30:26.22,0.7,40.8093,14.1415,2.77,Revisionato
2019/03/15 02:32:55.01,-0.8,40.8212,14.1517,0.87,Revisionato
2019/03/15 02:33:1.68,0.2,40.8215,14.1558,1.15,Revisionato
2019/03/15 02:44:13.95,0.5,40.8208,14.1517,1.62,Revisionato
2019/03/15 02:50:21.86,0.1,40.8225,14.1483,1.32,Revisionato
2019/03/15 02:51:37.44,-0.8,40.8215,14.1517,0.79,Revisionato
2019/03/15 02:53:13.79,0.6,40.8220,14.1492,1.38,Revisionato
2019/03/15 03:36:24.48,0.1,40.8227,14.1533,1.47,Revisionato
2019/03/15 03:58:2.26,0.1,40.8217,14.1517,1.05,Revisionato
2019/03/15 03:59:44.92,-0.3,40.8233,14.1490,1.12,Revisionato
2019/03/15 04:00:22.61,0.4,40.8237,14.1440,1.45,Revisionato
2019/03/15 04:03:44.83,0.5,40.8240,14.1448,1.75,Revisionato
2019/03/15 04:04:38.61,-0.3,40.8223,14.1483,1.14,Revisionato
2019/03/15 04:07:59.24,0.1,40.8222,14.1443,1.37,Revisionato
2019/03/15 04:10:26.92,0.6,40.8247,14.1472,1.73,Revisionato
2019/03/15 04:12:40.01,0.1,40.8222,14.1428,1.58,Revisionato
2019/03/15 04:14:4.94,-0.5,40.8223,14.1517,1.46,Revisionato
2019/03/15 04:16:20.22,0.1,40.8237,14.1460,1.25,Revisionato
2019/03/15 04:19:27.90,0.1,40.8227,14.1430,1.14,Revisionato
2019/03/15 04:20:27.54,0.4,40.8228,14.1472,0.96,Revisionato
2019/03/15 04:20:40.35,-0.1,40.8228,14.1432,0.96,Revisionato
2019/03/15 04:21:34.93,-0.3,40.8225,14.1490,0.40,Revisionato
2019/03/15 04:22:38.03,-0.1,40.8203,14.1490,1.29,Revisionato
2019/03/15 04:24:5.35,0.2,40.8222,14.1482,1.66,Revisionato
2019/03/15 04:25:31.27,0.4,40.8237,14.1488,1.02,Revisionato
2019/03/15 04:26:41.82,2.5,40.8287,14.1485,2.13,Revisionato
2019/03/15 04:27:26.83,-0.1,40.8222,14.1535,0.78,Revisionato
2019/03/15 04:27:34.51,-0.3,40.8222,14.1460,0.95,Revisionato
2019/03/15 04:27:45.51,-0.3,40.8212,14.1490,1.30,Revisionato
